Genome ID,AAC(3)-IId,AAC(3)-IIe,AAC(3)-IV,AAC(3)-Ia,AAC(6')-29a,AAC(6')-33,AAC(6')-IIa,AAC(6')-IIc,AAC(6')-Ib-cr,AAC(6')-Ib10,AAC(6')-Ib7,AAC(6')-Ib9,AAC(6')-Il,AAC(6')-Im,ANT(2'')-Ia,ANT(3'')-IIa,APH(2'')-IIa,APH(3'')-Ib,APH(3')-Ia,APH(3')-VI,APH(3')-VIa,APH(4)-Ia,APH(6)-Id,BKC-1,CARB-3,CMY-59,CTX-M-1,CTX-M-101,CTX-M-14,CTX-M-15,CTX-M-2,CTX-M-27,CTX-M-3,CTX-M-65,CTX-M-9,CTX-M-98,DHA-1,DHA-6,EreA2,ErmB,FOX-5,FosA3,FosA5,FosA6,FosA7,IMP-14,KPC-1,KPC-3,KPC-8,Klebsiella_pneumoniae_KpnE,Klebsiella_pneumoniae_KpnF,Klebsiella_pneumoniae_KpnG,Klebsiella_pneumoniae_OmpK37,Klebsiella_pneumoniae_acrA,LAP-2,LEN-10,LEN-16,LEN-17,LEN-18,LEN-2,LEN-26,LEN-30,LEN-55,LEN-9,MCR-9,NDM-1,NDM-5,OKP-A-3,OKP-A-5,OKP-A-7,OKP-B-19,OKP-B-3,OKP-B-5,OKP-B-6,OKP-B-8,OXA-1,OXA-10,OXA-181,OXA-2,OXA-232,OXA-48,OXA-9,QnrA1,QnrA7,QnrB17,QnrB20,QnrB4,QnrB5,QnrB58,QnrS1,SAT-1,SCO-1,SHV-1,SHV-100,SHV-101,SHV-105,SHV-106,SHV-107,SHV-108,SHV-11,SHV-110,SHV-119,SHV-12,SHV-120,SHV-121,SHV-134,SHV-142,SHV-143,SHV-155,SHV-161,SHV-172,SHV-178,SHV-182,SHV-185,SHV-187,SHV-2,SHV-26,SHV-27,SHV-30,SHV-33,SHV-36,SHV-42,SHV-44,SHV-5,SHV-52,SHV-60,SHV-65,SHV-76,SHV-77,SHV-86,TEM-1,TEM-104,TEM-12,TEM-122,TEM-15,TEM-150,TEM-158,TEM-206,TEM-79,VEB-1,VEB-5,VIM-19,VIM-27,aadA13,aadA16,aadA2,aadA5,armA,arr-2,arr-3,catB11,catB3,catI,catII_from_Escherichia_coli_K-12,cmlA1,cmlA4,cmlA5,cmlA6,determinant_of_bleomycin_resistance,dfrA1,dfrA12,dfrA14,dfrA15,dfrA17,dfrA19,dfrA22,dfrA23,dfrA26,dfrA27,dfrA30,dfrA5,dfrA7,dfrA8,dfrB3,floR,mphA,mphE,msrE,oqxA,oqxB,qacH,rmtB,rmtC,rmtF,sul1,sul2,sul3,tet(A),tet(B),tet(C),tet(D),tet(G),tet(W/N/W),tetM,tetW,Genome Name_x,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Gender,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified,Taxon ID,Genome Name_y,Antibiotic,Measurement,Measurement Sign,Measurement Value,Measurement Unit,Laboratory Typing Method,Laboratory Typing Method Version,Laboratory Typing Platform,Vendor,Testing Standard,Testing Standard Year,Computational Method,Computational Method Version,Computational Method Performance,Evidence,Source,PubMed,SEQUENCE,Resistant Phenotype
573.13119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Klebsiella pneumoniae KPN1117ec,,573,131567;2;1224;1236;91347;543;2890311;570;573,cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,WGS,KPN1117ec,,,,MLST.Klebsiella_pneumoniae.258,,,,,,,,,,,,genotype:STNF*; Capsule locus KL107,,,,Good,2017-05-16T00:00:00Z,2.85121E+15,,PRJNA376414,SAMN06437981,SRR5385724,,Houston Methodist Hospital,WGS,,,,,,105,5718338,57.1,12,160400,73,8,,5709,99.6,97.6,,100,,URINE,,2013-12-04 00:00:00,2013,,USA,North America,USA: Houston,,"Human, Homo sapiens",Human,,,,Human,,,,,,2017-08-08T16:43:54.722Z,2017-08-08T16:43:54.722Z,573,Klebsiella pneumoniae KPN1117ec,meropenem,1,<=,1,mg/L,Broth dilution,,BD Phoenix,,CLSI,2017,,,,Laboratory Method,,28512093;28776045,573.13119,Susceptible
573.13121,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Klebsiella pneumoniae KPN1119ec,,573,131567;2;1224;1236;91347;543;2890311;570;573,cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,WGS,KPN1119ec,,,,MLST.Klebsiella_pneumoniae.307,,,,,,,,,,,,genotype:ST307; Capsule locus KL102,,,,Good,2017-05-16T00:00:00Z,2.85121E+15,,PRJNA376414,SAMN06437983,SRR5385722,,Houston Methodist Hospital,WGS,,,,,,144,5386115,57.37,19,104504,67,5,,5355,99.3,97.4,,100,,URINE,,2013-12-10 00:00:00,2013,,USA,North America,USA: Houston,,"Human, Homo sapiens",Human,,,,Human,,,,,,2017-08-08T16:45:16.864Z,2017-08-08T16:45:16.864Z,573,Klebsiella pneumoniae KPN1119ec,meropenem,1,<=,1,mg/L,Broth dilution,,BD Phoenix,,CLSI,2017,,,,Laboratory Method,,28512093;28776045,573.13121,Susceptible
573.13122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Klebsiella pneumoniae KPN1120ec,,573,131567;2;1224;1236;91347;543;2890311;570;573,cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,WGS,KPN1120ec,,,,MLST.Klebsiella_pneumoniae.2975,,,,,,,,,,,,genotype:STNF; Capsule locus KL102,,,,Good,2017-05-16T00:00:00Z,2.85121E+15,,PRJNA376414,SAMN06437984,SRR5385721,,Houston Methodist Hospital,WGS,,,,,,385,5342682,57.39,55,30167,75,4,,5523,99.4,94.3,4.8,100,,RESPIRATORY,,2013-12-09 00:00:00,2013,,USA,North America,USA: Houston,,"Human, Homo sapiens",Human,,,,Human,,,,,,2017-08-08T16:45:59.342Z,2017-08-08T16:45:59.342Z,573,Klebsiella pneumoniae KPN1120ec,meropenem,1,<=,1,mg/L,Broth dilution,,BD Phoenix,,CLSI,2017,,,,Laboratory Method,,28512093;28776045,573.13122,Susceptible
573.13123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Klebsiella pneumoniae KPN1121ec,,573,131567;2;1224;1236;91347;543;2890311;570;573,cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,WGS,KPN1121ec,,,,MLST.Klebsiella_pneumoniae.37,,,,,,,,,,,,genotype:ST37; Capsule locus KL38,,,,Good,2017-05-16T00:00:00Z,2.85121E+15,,PRJNA376414,SAMN06437985,SRR5385720,,Houston Methodist Hospital,WGS,,,,,,90,5419325,57.37,9,203538,58,8,,5359,99.5,98.4,,100,,WOUND,,2013-12-10 00:00:00,2013,,USA,North America,USA: Houston,,"Human, Homo sapiens",Human,,,,Human,,,,,,2017-08-08T16:46:30.486Z,2017-08-08T16:46:30.486Z,573,Klebsiella pneumoniae KPN1121ec,meropenem,1,<=,1,mg/L,Broth dilution,,BD Phoenix,,CLSI,2017,,,,Laboratory Method,,28512093;28776045,573.13123,Susceptible
573.13124,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Klebsiella pneumoniae KPN1122ec,,573,131567;2;1224;1236;91347;543;2890311;570;573,cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,WGS,KPN1122ec,,,,MLST.Klebsiella_pneumoniae.2975,,,,,,,,,,,,genotype:STNF; Capsule locus KL102,,,,Good,2017-05-16T00:00:00Z,2.85121E+15,,PRJNA376414,SAMN06437986,SRR5385719,,Houston Methodist Hospital,WGS,,,,,,65,5352621,57.38,9,187893,72,5,,5248,99.2,97.4,,100,,BLOOD,,2013-12-15 00:00:00,2013,,USA,North America,USA: Houston,,"Human, Homo sapiens",Human,,,,Human,,,,,,2017-08-08T16:47:27.256Z,2017-08-08T16:47:27.256Z,573,Klebsiella pneumoniae KPN1122ec,meropenem,1,<=,1,mg/L,Broth dilution,,BD Phoenix,,CLSI,2017,,,,Laboratory Method,,28512093;28776045,573.13124,Susceptible
573.13125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Klebsiella pneumoniae KPN1123ec,,573,131567;2;1224;1236;91347;543;2890311;570;573,cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,WGS,KPN1123ec,,,,MLST.Klebsiella_pneumoniae.307,,,,,,,,,,,,genotype:ST307; Capsule locus KL102,,,,Good,2017-05-16T00:00:00Z,2.85121E+15,,PRJNA376414,SAMN06437987,SRR5385718,,Houston Methodist Hospital,WGS,,,,,,70,5456495,57.28,8,214814,70,5,,5392,99.5,97.9,,100,,URINE,,2013-12-28 00:00:00,2013,,USA,North America,USA: Houston,,"Human, Homo sapiens",Human,,,,Human,,,,,,2017-08-08T16:48:03.200Z,2017-08-08T16:48:03.200Z,573,Klebsiella pneumoniae KPN1123ec,meropenem,1,<=,1,mg/L,Broth dilution,,BD Phoenix,,CLSI,2017,,,,Laboratory Method,,28512093;28776045,573.13125,Susceptible
573.13126,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Klebsiella pneumoniae KPN1124ec,,573,131567;2;1224;1236;91347;543;2890311;570;573,cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,WGS,KPN1124ec,,,,MLST.Klebsiella_pneumoniae.2975,,,,,,,,,,,,genotype:STNF; Capsule locus KL102,,,,Good,2017-05-16T00:00:00Z,2.85121E+15,,PRJNA376414,SAMN06437988,SRR5385717,,Houston Methodist Hospital,WGS,,,,,,70,5351797,57.37,9,211910,75,4,,5249,99.2,97.4,,100,,RESPIRATORY,,2013-12-29 00:00:00,2013,,USA,North America,USA: Houston,,"Human, Homo sapiens",Human,,,,Human,,,,,,2017-08-08T16:48:30.787Z,2017-08-08T16:48:30.787Z,573,Klebsiella pneumoniae KPN1124ec,meropenem,1,<=,1,mg/L,Broth dilution,,BD Phoenix,,CLSI,2017,,,,Laboratory Method,,28512093;28776045,573.13126,Susceptible
573.13128,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Klebsiella pneumoniae KPN1126ec,,573,131567;2;1224;1236;91347;543;2890311;570;573,cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,WGS,KPN1126ec,,,,MLST.Klebsiella_pneumoniae.16,,,,,,,,,,,,genotype:ST16; Capsule locus KL51,,,,Good,2017-05-16T00:00:00Z,2.85121E+15,,PRJNA376414,SAMN06437990,SRR5385715,,Houston Methodist Hospital,WGS,,,,,,95,5406830,57.4,10,181524,68,7,,5418,99.3,98.1,0.3,100,,URINE,,2013-12-28 00:00:00,2013,,USA,North America,USA: Houston,,"Human, Homo sapiens",Human,,,,Human,,,,,,2017-08-08T16:49:14.812Z,2017-08-08T16:49:14.812Z,573,Klebsiella pneumoniae KPN1126ec,meropenem,1,<=,1,mg/L,Broth dilution,,BD Phoenix,,CLSI,2017,,,,Laboratory Method,,28512093;28776045,573.13128,Susceptible
573.13129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Klebsiella pneumoniae KPN1127ec,,573,131567;2;1224;1236;91347;543;2890311;570;573,cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,WGS,KPN1127ec,,,,MLST.Klebsiella_pneumoniae.551,,,,,,,,,,,,genotype:ST551; Capsule locus KL10,,,,Good,2017-05-16T00:00:00Z,2.85121E+15,,PRJNA376414,SAMN06437991,SRR5385714,,Houston Methodist Hospital,WGS,,,,,,75,5286417,57.47,9,178533,73,11,,5169,99.6,97.9,0.3,100,,URINE,,2013-12-24 00:00:00,2013,,USA,North America,USA: Houston,,"Human, Homo sapiens",Human,,,,Human,,,,,,2017-08-08T16:49:51.709Z,2017-08-08T16:49:51.709Z,573,Klebsiella pneumoniae KPN1127ec,meropenem,1,<=,1,mg/L,Broth dilution,,BD Phoenix,,CLSI,2017,,,,Laboratory Method,,28512093;28776045,573.13129,Susceptible
573.13131,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Klebsiella pneumoniae KPN1129ec,,573,131567;2;1224;1236;91347;543;2890311;570;573,cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,WGS,KPN1129ec,,,,MLST.Klebsiella_pneumoniae.258,,,,,,,,,,,,genotype:STNF*; Capsule locus KL107,,,,Good,2017-05-16T00:00:00Z,2.85121E+15,,PRJNA376414,SAMN06437993,SRR5385712,,Houston Methodist Hospital,WGS,,,,,,144,5796793,56.99,17,111953,65,9,,5850,99.5,97.5,0.3,99.7,,URINE,,2013-12-23 00:00:00,2013,,USA,North America,USA: Houston,,"Human, Homo sapiens",Human,,,,Human,,,,,,2017-08-08T16:50:34.555Z,2017-08-08T16:50:34.555Z,573,Klebsiella pneumoniae KPN1129ec,meropenem,1,<=,1,mg/L,Broth dilution,,BD Phoenix,,CLSI,2017,,,,Laboratory Method,,28512093;28776045,573.13131,Susceptible
573.13132,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Klebsiella pneumoniae KPN1131ec,,573,131567;2;1224;1236;91347;543;2890311;570;573,cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,WGS,KPN1131ec,,,,MLST.Klebsiella_pneumoniae.258,,,,,,,,,,,,genotype:ST258; Capsule locus KL106,,,,Good,2017-05-16T00:00:00Z,2.85121E+15,,PRJNA376414,SAMN06437994,SRR5385711,,Houston Methodist Hospital,WGS,,,,,,157,5516948,57.24,15,100999,69,10,,5559,99.6,97.7,,100,,RESPIRATORY,,2013-12-24 00:00:00,2013,,USA,North America,USA: Houston,,"Human, Homo sapiens",Human,,,,Human,,,,,,2017-08-08T16:51:17.841Z,2017-08-08T16:51:17.841Z,573,Klebsiella pneumoniae KPN1131ec,meropenem,8,>,8,mg/L,Broth dilution,,BD Phoenix,,CLSI,2017,,,,Laboratory Method,,28512093;28776045,573.13132,Resistant
573.13133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Klebsiella pneumoniae KPN1132ec,,573,131567;2;1224;1236;91347;543;2890311;570;573,cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae,Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,WGS,KPN1132ec,,,,MLST.Klebsiella_pneumoniae.476,,,,,,,,,,,,genotype:ST476; Capsule locus KL57,,,,Good,2017-05-16T00:00:00Z,2.85121E+15,,PRJNA376414,SAMN06437995,SRR5385710,,Houston Methodist Hospital,WGS,,,,,,91,5455946,57.57,10,163839,74,10,,5391,98.3,96.6,1.4,99.3,,URINE,,2013-12-23 00:00:00,2013,,USA,North America,USA: Houston,,"Human, Homo sapiens",Human,,,,Human,,,,,,2017-08-08T16:52:31.616Z,2017-08-08T16:52:31.616Z,573,Klebsiella pneumoniae KPN1132ec,meropenem,1,<=,1,mg/L,Broth dilution,,BD Phoenix,,CLSI,2017,,,,Laboratory Method,,28512093;28776045,573.13133,Susceptible
